                                                                                
CH3CHCHCHO         1   357.000     5.180     0.000     0.000     1.000
                                                                                
C6H                1   357.000     5.180     0.000     0.000     1.000          
C6H2               1   357.000     5.180     0.000     0.000     1.000          
C6H3               2   357.000     5.180     0.000     0.000     1.000  !       
l-C6H4             2   412.300     5.349     0.000     0.000     1.000  !(JAM)  
nC6H5              2   412.300     5.349     0.000     0.000     1.000  !(JAM)  
i-C6H5             2   412.300     5.349     0.000     0.000     1.000  !(JAM)  
l-C6H6             2   412.300     5.349     0.000     0.000     1.000  !(SVE)  
n-C6H7             2   412.300     5.349     0.000     0.000     1.000  !(JAM)  
i-C6H7             2   412.300     5.349     0.000     0.000     1.000  !(JAM)  
C6H8               2   412.300     5.349     0.000     0.000     1.000  !(JAM)  
                                                                                
HE                 0    10.200     2.576     0.000     0.000     0.000 ! *      
H                  0   145.000     2.050     0.000     0.000     0.000          
H2                 1    38.000     2.920     0.000     0.790   280.000          
H2O                2   572.400     2.605     1.844     0.000     4.000          
H2O2               2   107.400     3.458     0.000     0.000     3.800          
HO2                2   107.400     3.458     0.000     0.000     1.000 ! *      
N2                 1    97.530     3.621     0.000     1.760     4.000          
O                  0    80.000     2.750     0.000     0.000     0.000          
O2                 1   107.400     3.458     0.000     1.600     3.800          
OH                 1    80.000     2.750     0.000     0.000     0.000          
OH*                1    80.000     2.750     0.000     0.000     0.000
          
                                                                                
The Lennard-Jones parameters of polycyclic aromatic hydrocarbons were estimated 
based on the critical temperature and pressure. See H. Wang and M. Frenklach,   
"Transport Properties of Polycyclic Aromatic Hydrocarbons for Flame Modeling."  
Combustion and Flame, 96:163-170 (1994)                                         
                                                                                
c-C6H4             2   464.8       5.29      0.00     10.32      0.000  !  benze
C6H6               2   464.8       5.29      0.00     10.32      0.000  !  benze
C6H5               2   464.8       5.29      0.00     10.32      0.000  !  benze
C6H5CH3            2   495.3       5.68      0.43     12.30      1.000  !
C6H5C2H3           2   546.2       6.00      0.13     15.00      1.000  !
C6H5CH2            2   495.3       5.68      0.43     12.30      1.000  !
C6H5C2H            2   535.6       5.72      0.77     12.00      1.000  !
A2                 2   630.4       6.18      0.00     16.50      1.000  !
c-C6H7             2   464.8       5.29      0.00     10.32      0.000  !  benze
C5H4O              2   464.8       5.29      0.00     10.32      0.000  !  benze
C5H5O              2   464.8       5.29      0.00     10.32      0.000  !  benze
C5H4OH             2   464.8       5.29      0.00     10.32      0.000  !  benze
C6H5O              2   464.8       5.29      0.00     10.32      0.000  !  benze
C6H5OH             2   464.8       5.29      0.00     10.32      0.000  !  benze

aC3H5              2   266.800     4.982     0.000     0.000     1.000
CH3CCH2            2   266.800     4.982     0.000     0.000     1.000
CH3CHCH            2   266.800     4.982     0.000     0.000     1.000
C3H6               2   266.800     4.982     0.000     0.000     1.000
C3H7               2   266.800     4.982     0.000     0.000     1.000
C4H6               2   357.000     5.180     0.000     0.000     1.000
iC3H7              2   266.800     4.982     0.000     0.000     1.000
nC3H7              2   266.800     4.982     0.000     0.000     1.000
C3H8               2   266.800     4.982     0.000     0.000     1.000
C4H                1   357.000     5.180     0.000     0.000     1.000
C4H2               1   357.000     5.180     0.000     0.000     1.000
C4H2OH             2   224.700     4.162     0.000     0.000     1.000 ! *
iC4H5              2   357.000     5.176     0.000     0.000     1.000
C4H6               2   357.000     5.176     0.000     0.000     1.000
C4H7               2   357.000     5.176     0.000     0.000     1.000
iC4H7              2   357.000     5.176     0.000     0.000     1.000
iC4H7-1            2   357.000     5.176     0.000     0.000     1.000
C4H81              2   357.000     5.176     0.000     0.000     1.000
C4H82              2   357.000     5.176     0.000     0.000     1.000
iC4H8              2   357.000     5.176     0.000     0.000     1.000
tC4H9              2   357.000     5.176     0.000     0.000     1.000
iC4H9              2   357.000     5.176     0.000     0.000     1.000
pC4H9              2   162.002     5.410     0.000     0.000     1.000
sC4H9              2   162.002     5.410     0.000     0.000     1.000
C4H10              2   162.002     5.410     0.000     0.000     1.000 ! n-butane;sigma and epsilon derived from C4H10-N2
iC4H10             2   357.000     5.176     0.000     0.000     1.000
CH3COCH3           2   357.000     5.176     0.000     0.000     1.000
C2H3CHO            2   357.000     5.176     0.000     0.000     1.000
iC4H7O             2   450.000     5.500     0.000     0.000     1.000 ! JAM
CH3CHO             2   436.000     3.970     0.000     0.000     2.000
CH3CO              2   436.000     3.970     0.000     0.000     2.000

C5H5O(2,4)         2   494         5.2       1.6       0.0       1.0
C5H5O(1,2)         2   494         5.2       1.6       0.0       1.0
C5H5O(1,3)         2   494         5.2       1.6       0.0       1.0
C4H5               2   329         5.1       0.0       0.0       1.0
c-C4H5             2   329         5.1       0.0       0.0       1.0
C6H5CO             2   593         5.5       2.8       0.0       1.0
C6H5CHO            2   593         5.47      2.8       0.0       1.0
C6H5C2H5           2   485         5.425     0.4       0.0       1.0
C6H4O2             2   485         5.425     0.4       0.0       1.0
HOC6H4CH3          2   567         5.60      1.6       0.0       1.0
C6H5CH2OH          2   572         5.82      1.7       0.0       1.0
bi-C6H5CH2         2   620         7.24      0.0       0.0       1.0
C5H5OH             2   464.800     5.290     0.000    10.320     0.000  !  as C5H4OH, ZD99
C5H4OH             2   464.800     5.290     0.000    10.320     0.000  !  benze
o-C6H4             2   464.8       5.29      0.00     10.32      0.000  !  benze
C6H5C6H5           2   676.5       6.31      0.00     20.00      1.000  !  biphe
OC6H4CH3           2   567         5.6       1.6       0.0       1.000
C10H8              2   630.4       6.18      0.00     16.50      1.000  !  naphthalene
C6H4CH3            2   495.3       5.68      0.43     12.30      1.000  !

POSF10264          2   176.521     9.078     0.000     0.000     1.000  !  C11H22; sigma and epsilon derived from NC10H22-N2
POSF10325          2   176.521     9.078     0.000     0.000     1.000  !  C11H22; sigma and epsilon derived from NC10H22-N2
POSF10289          2   177.645     9.605     0.000     0.000     1.000  !  C12H23; sigma and epsilon derived from NC11H24-N2
POSF11498          2   178.548    10.115     0.000     0.000     1.000  !  C13H28; sigma and epsilon derived from NC12H26-N2
POSF12345          2   173.947     8.533     0.000     0.000     1.000  !  C10H19; sigma and epsilon derived from NC9H20-N2
POSF7688           2   177.645     9.605     0.000     0.000     1.000  !  C12H24; sigma and epsilon derived from NC11H24-N2
POSF5433           2   178.548    10.115     0.000     0.000     1.000  !  C13H27; sigma and epsilon derived from NC12H26-N2

NC12H26            2   178.548    10.115     0.000     0.000     1.000  !  n-dodecane;sigma and epsilon derived from NC12H26-N2
PXC12H25           2   178.548    10.115     0.000     0.000     1.000  !  
SXC12H25           2   178.548    10.115     0.000     0.000     1.000  !  
S2XC12H25          2   178.548    10.115     0.000     0.000     1.000  !  
S3XC12H25          2   178.548    10.115     0.000     0.000     1.000  !  
S4XC12H25          2   178.548    10.115     0.000     0.000     1.000  !  
S5XC12H25          2   178.548    10.115     0.000     0.000     1.000  !  
C12H24             2   178.548    10.115     0.000     0.000     1.000  !  1-dodecene
PXC12H23           2   178.548    10.115     0.000     0.000     1.000  !  
NC11H24            2   177.645     9.605     0.000     0.000     1.000  !  n-undecane;sigma and epsilon derived from NC11H24-N2
PXC11H23           2   177.645     9.605     0.000     0.000     1.000  !  
SXC11H23           2   177.645     9.605     0.000     0.000     1.000  !  
S2XC11H23          2   177.645     9.605     0.000     0.000     1.000  !  
S3XC11H23          2   177.645     9.605     0.000     0.000     1.000  !  
S4XC11H23          2   177.645     9.605     0.000     0.000     1.000  !  
S5XC11H23          2   177.645     9.605     0.000     0.000     1.000  !  
C11H22             2   177.645     9.605     0.000     0.000     1.000  !  1-undecene
PXC11H21           2   177.645     9.605     0.000     0.000     1.000  !  
NC10H22            2   176.521     9.078     0.000     0.000     1.000  !  n-decane;sigma and epsilon derived from NC10H22-N2
PXC10H21           2   176.521     9.078     0.000     0.000     1.000  !
SXC10H21           2   176.521     9.078     0.000     0.000     1.000  !
S2XC10H21          2   176.521     9.078     0.000     0.000     1.000  !
S3XC10H21          2   176.521     9.078     0.000     0.000     1.000  !
S4XC10H21          2   176.521     9.078     0.000     0.000     1.000  !
C10H20             2   176.521     9.078     0.000     0.000     1.000  !  1-decene
PXC10H19           2   176.521     9.078     0.000     0.000     1.000  !  
NC9H20             2   173.947     8.533     0.000     0.000     1.000  !  n-nonane;sigma and epsilon derived from NC9H20-N2
PXC9H19            2   173.947     8.533     0.000     0.000     1.000  !  
SXC9H19            2   173.947     8.533     0.000     0.000     1.000  !  
S2XC9H19           2   173.947     8.533     0.000     0.000     1.000  !  
S3XC9H19           2   173.947     8.533     0.000     0.000     1.000  !  
S4XC9H19           2   173.947     8.533     0.000     0.000     1.000  !  
C9H18              2   173.947     8.533     0.000     0.000     1.000  !  1-nonene
PXC9H17            2   173.947     8.533     0.000     0.000     1.000  !  
NC8H18             2   171.167     7.966     0.000     0.000     1.000  !  n-octane;sigma and epsilon derived from NC8H18-N2
PXC8H17            2   171.167     7.966     0.000     0.000     1.000  !  
SXC8H17            2   171.167     7.966     0.000     0.000     1.000  !  
S2XC8H17           2   171.167     7.966     0.000     0.000     1.000  !  
S3XC8H17           2   171.167     7.966     0.000     0.000     1.000  !  
C8H16              2   171.167     7.966     0.000     0.000     1.000  !  1-octene
C8H14              2   171.167     7.966     0.000     0.000     1.000  !  
PXC8H15            2   171.167     7.966     0.000     0.000     1.000  !  
NC7H16             2   169.363     7.369     0.000     0.000     1.000  !  n-heptane;sigma and epsilon derived from NC7H16-N2
PXC7H15            2   169.363     7.369     0.000     0.000     1.000  !  
SXC7H15            2   169.363     7.369     0.000     0.000     1.000  !  
S2XC7H15           2   169.363     7.369     0.000     0.000     1.000  !  
S3XC7H15           2   169.363     7.369     0.000     0.000     1.000  !  
C7H14              2   169.363     7.369     0.000     0.000     1.000  !  1-heptene
PXC7H13            2   169.363     7.369     0.000     0.000     1.000  !  
NC6H14             2   167.437     6.743     0.000     0.000     1.000  !  n-hexane;sigma and epsilon derived from NC6H14-N2
PXC6H13            2   167.437     6.743     0.000     0.000     1.000  !  
SXC6H13            2   167.437     6.743     0.000     0.000     1.000  !  
S2XC6H13           2   167.437     6.743     0.000     0.000     1.000  !  
C6H12              2   167.437     6.743     0.000     0.000     1.000  !  1-hexene
PXC6H11            2   167.437     6.743     0.000     0.000     1.000  !  
NC5H12             2   165.098     6.089     0.000     0.000     1.000  !  n-pentane;sigma and epsilon derived from NC5H12-N2
PXC5H11            2   165.098     6.089     0.000     0.000     1.000  !  
SXC5H11            2   165.098     6.089     0.000     0.000     1.000  !  
S2XC5H11           2   165.098     6.089     0.000     0.000     1.000  !  
C5H10              2   165.098     6.089     0.000     0.000     1.000  !  1-pentene
C2C*CC             2   165.098     6.089     0.000     0.000     1.000  !  
C*C2CC             2   165.098     6.089     0.000     0.000     1.000  !  
PXC5H9             2   165.098     6.089     0.000     0.000     1.000  !  
PC12H25O2          2   805.031     7.102     0.000     0.000     1.000
P12OOHX2           2   805.031     7.102     0.000     0.000     1.000
SOO12OOH           2   877.052     7.457     0.000     0.000     1.000
OC12OOH            2   839.348     7.273     0.000     0.000     1.000

C6H11              2   167.437     6.743     0.000     0.000     1.000  !
SXC6H11            2   167.437     6.743     0.000     0.000     1.000  !
S2XC6H11           2   167.437     6.743     0.000     0.000     1.000  !
SAXC6H11           2   167.437     6.743     0.000     0.000     1.000  !
cC6H11             2   464.8       5.29      0.00      0.000     1.000  !  benze
cC6H10             2   464.8       5.29      0.00      0.000     1.000  !  benze
cC5H9CH2           2   464.8       5.29      0.00      0.000     1.000  !  benze
CH2C5H8            2   464.8       5.29      0.00      0.000     1.000  !  benze
C6H10-13           2   504.629     5.628     0.000     0.000     1.000  !
SAXC6H11-3         2   504.629     5.628     0.000     0.000     1.000  !
m1C5H81            2   504.629     5.628     0.000     0.000     1.000  !
CH3cC5H83          2   464.8       5.29      0.00      0.000     1.000  !  benze
cC5H9              2   357.000     5.180     0.000     0.000     1.000  !  C5H6
cC5H8              2   357.000     5.180     0.000     0.000     1.000  !  C5H6
SXC5H9             2   357.000     5.180     0.000     0.000     1.000
C5H8-13            2   357.000     5.180     0.000     0.000     1.000
C5H8-14            2   357.000     5.180     0.000     0.000     1.000
CH2C4H7            2   357.000     5.180     0.000     0.000     1.000
SAXC5H9            2   357.000     5.180     0.000     0.000     1.000


										
 1-15: Species name                                                             
 16-80: Molecular parameters                                                    
        molecule index: 0 = atom, 1= linear molec.                              
                        2 = nonlinear molec.                                    
        L-J potential well depth, e/kb (K)                                      
        L-J collision diameter, s,                                            
        Dipole moment, f, Debye                                                 
        Polarizability, `,                                                   
        Rotational relaxation number, Zrot at 298K                              
        Comments                                                               
!
! Delete the block below if you do not use the revised tranfit program (see http://ae-www.usc.edu/research/combustion/CombustionKinetics/Mechanisms/USC-Mech%20II/USC_Mech%20II.htm)
!
END
H HE   -9.66994265100   2.10026266000   -0.07705964500   0.00546112600 ! Middha et al, Proc. Comb. Inst., Vol. 29
        0.93003284006   0.08015000695   -0.00947327267   0.00063458775
        0.87637862374   0.10238278295   -0.01480299828   0.00098803605
        1.06001553391  -0.05992751365    0.01026504945  -0.00073450868
H H2  -11.74984983000   3.15068443400   -0.25747189600   0.01589155500 ! Middha et al, Proc. Comb. Inst., Vol. 29
        0.68564849197   0.15339038119   -0.01367350360   0.00032210353
        0.67794933764   0.13747070299   -0.01105868963   0.00016576525
        0.65119387990   0.08215979427   -0.00438944167  -0.00027358319
H2 HE -12.75127347000   3.42444798700   -0.28472577300   0.01593170100 ! Middha et al, Proc. Comb. Inst., Vol. 29
        0.59534394712   0.20780905298   -0.02484767627   0.00100127755
        0.67714740207   0.13579177260   -0.01142533631   0.00018885880
        0.65191818266   0.08365135783   -0.00445010155  -0.00025986744
H AR   -9.05107284400   1.61614185700   -0.00287779500   0.00130541500 ! AIChE 2002
        0.68819287418   0.15342306998   -0.01769949486   0.00088795976
        0.69683113086   0.17157988788   -0.02435683182   0.00136547873
        0.67026727852   0.11433417790   -0.01504070012   0.00051875848
N H2  -11.06296595000   2.35003553100   -0.10371499000   0.00580309100 ! Stallcop et al, Phys. Rev. A, 64, Art. 042722
        1.31576376016  -0.13458345098    0.02492533153  -0.00119098283
        6.99070003974  -2.59649971924    0.37720200602  -0.01788555212
        1.28549476326  -0.20526851249    0.03796449261  -0.00230740895
N N2  -14.50976666000   3.27038987700   -0.22411274000   0.01070436600 ! Stallcop et al, Phys. Rev. A, 64, Art. 042722
        1.28549476326  -0.20526851249    0.03796449261  -0.00230740895
        1.31470940230  -0.12581573177    0.02093874922  -0.00091239288
        1.18530004024  -0.00109904512   -0.00679031552   0.00082436382
H O2  -11.04103178000   2.40427694900   -0.10279690200   0.00532644300 ! Stallcop et al, Phys. Rev. A, 64, Art. 042722
        1.29254489763  -0.18498887975    0.04271031056  -0.00260823132
        1.99269990199  -0.27220069165    0.02059506743   0.00016444098
        1.27566027457  -0.22786150854    0.04449949355  -0.00274619496
O O2  -14.60250025000   3.29049804400   -0.22351565500   0.01068641100 ! Stallcop et al, Phys. Rev. A, 64, Art. 042722
        1.29827044958  -0.17304622424    0.03635310801  -0.00206726443
        9.96160341198  -3.95288550918    0.58275322682  -0.02828930035
        1.26594984746  -0.24767207966    0.04946972829  -0.00300929402
H N2  -13.27028844000   3.51865269300   -0.29664901800   0.01643138100 ! Stallcop et al, J. Chem. Phys., 97, 3431 (1992)
        1.33864596568  -0.08545398502    0.00922905086   0.00004406488
       -2.20299987672   1.59160087079   -0.25339378410   0.01364477086
        1.27615648812  -0.22593374251    0.04641828877  -0.00310151225
H2 N2 -10.99943193000   2.20257995900   -0.08115516500   0.00440608700 ! Stallcop et al, Phys. Rev. A, 62, Art. 062709
        1.31648435027  -0.13202102692    0.02416204045  -0.00120258929
        1.94229781522  -0.41910587564    0.06711915359  -0.00336850295
        1.29072759648  -0.19301215992    0.03398993578  -0.00196835629
N2 N2 -16.51750614000   4.05271572500   -0.34593622800   0.01671006600 ! Stallcop et al, Phys. Rev. A, 62, Art. 062709
        1.35301607939  -0.05405097875   -0.00113356164   0.00059799157
        3.61489786826  -1.08630677454    0.15481851859  -0.00723438967
        1.25620046061  -0.26881554497    0.05577645068  -0.00340833729
H2 H2  -9.96095484000   2.05602189500   -0.06497689600   0.00413678100 ! Stallcop et al, J. Thermophys. Heat Tra., 12, 514 (1998)
        1.32208755845  -0.12074925804    0.02204710917  -0.00105955055
        3.63140155962  -1.13979323643    0.16942078618  -0.00812678015
        1.29811062932  -0.17814060954    0.02956707397  -0.00170200851
NC12H26   AR  -15.75873322731   2.68777926099   -0.10969623213   0.00363806269
                1.01649461107  -0.02252142336    0.00527849970  -0.00065660832
                1.28345753742  -0.14502337014    0.01453997491   0.00259111251
                0.87553825904   0.03787616367   -0.00252658277  -0.00028914032
NC12H26   N2  -15.55623102376   2.67074428677   -0.10978162710   0.00372584193
                1.01746683741  -0.02349721298    0.00592360782  -0.00078122357
                1.28997832232  -0.15255848838    0.01842086791   0.00185835475
                0.87503700805   0.03761172947   -0.00231364807  -0.00032472685
NC12H26   O2  -15.61029933500   2.66694535294   -0.10784254293   0.00359902205
                1.01700662875  -0.02266175120    0.00523320316  -0.00063723542
                1.28683718900  -0.14492779762    0.01382765762   0.00268631044
                0.87450979137   0.03805900305   -0.00253208380  -0.00028391920
NC12H26   CO  -15.55622277068   2.67076001483   -0.10978400028   0.00372596015
                1.01746686689  -0.02349722784    0.00592361076  -0.00078122357
                1.28997851376  -0.15255853462    0.01842086091   0.00185835475
                0.87503696085   0.03761173527   -0.00231364685  -0.00032472685
NC12H26   CO2 -16.04427976455   2.65583489721   -0.09726381506   0.00285810394
                1.01580056596  -0.01757976220    0.00178166901   0.00010806243
                1.28762554059  -0.12994188468    0.00174686333   0.00526058463
                0.87202091398   0.03924791988   -0.00313268312  -0.00014257185
NC12H26   H2  -13.84508031673   2.66512419541   -0.12189646759   0.00465295701
                1.01275125811  -0.01615117502    0.00199485176  -0.00013722304
                1.34092322991  -0.21230693834    0.04496696669  -0.00232709838
                0.86959783358   0.04165457065   -0.00391902928  -0.00007378391
NC12H26   HE  -13.96987338103   2.81483324122   -0.17092516112   0.00835658041
                1.00160317747  -0.00476585917   -0.00219787791   0.00037305366
                1.36062204398  -0.24310799163    0.05783707736  -0.00393478966
                0.86683656865   0.04711985164   -0.00612489609   0.00019271963
NC12H26   H2O -16.05657829305   2.76654120023   -0.10400056340   0.00292052154
                1.01609704103  -0.01563600448   -0.00059938069   0.00066010321
                1.30478260483  -0.14436345437    0.01243915171   0.00218961984
                0.86905881770   0.03696608333   -0.00065336997  -0.00074662524
NC11H24   AR  -15.75087921300   2.72225082660   -0.11473795695   0.00388253985
                1.01731831385  -0.02319355631    0.00577087432  -0.00074486243
                1.28264732332  -0.14376807271    0.01382420513   0.00273681990
                0.87531621672   0.03826169184   -0.00272522388  -0.00025936818
NC11H24   N2  -15.54124336572   2.70157874028   -0.11443697580   0.00395782825
                1.01839462068  -0.02427965033    0.00647497661  -0.00087943549
                1.28967500282  -0.15179095161    0.01794345925   0.00195755394
                0.87477626910   0.03794825684   -0.00247667841  -0.00030140994
NC11H24   O2  -15.59663435941   2.69880564694   -0.11261772889   0.00383516225
                1.01789942628  -0.02337650932    0.00572989724  -0.00072389502
                1.28632358945  -0.14364683854    0.01304792670   0.00283781756
                0.87417636589   0.03847749521   -0.00273613033  -0.00025322544
NC11H24   CO  -15.54124016340   2.70159617076   -0.11443960660   0.00395795935
                1.01839465377  -0.02427966798    0.00647498020  -0.00087943549
                1.28967520970  -0.15179100052    0.01794345125   0.00195755394
                0.87477621738   0.03794826359   -0.00247667718  -0.00030140994
NC11H24   CO2 -16.04457177596   2.69256114480   -0.10242060150   0.00309748396
                1.01644055814  -0.01783766521    0.00198425625   0.00008461904
                1.28623814234  -0.12783669324    0.00050277914   0.00551988550
                0.87172843926   0.03985890324   -0.00348003512  -0.00008233053
NC11H24   H2  -13.82295547937   2.68918641147   -0.12570316119   0.00485388411
                1.01285409721  -0.01594188146    0.00206583239  -0.00015880964
                1.34111455566  -0.21339607119    0.04554623192  -0.00239848382
                0.86964553959   0.04179439588   -0.00399452581  -0.00006572524
NC11H24   HE  -13.97452867152   2.86005833161   -0.17938339779   0.00887664317
                1.00039723455  -0.00352212817   -0.00255317064   0.00041141023
                1.34925708975  -0.23911624451    0.05813417909  -0.00404949979
                0.86930559353   0.04659246886   -0.00615850851   0.00019986914
NC11H24   H2O -16.09329892443   2.81250459328   -0.10996359302   0.00317797225
                1.01654155670  -0.01571866072   -0.00058433667   0.00068546694
                1.30293002296  -0.14359635524    0.01259284159   0.00208969312
                0.86896392654   0.03741912890   -0.00082985178  -0.00073726797
NC10H22   AR  -15.75032169345   2.76333646679   -0.12074702509   0.00417392351
                1.01830860624  -0.02400280455    0.00636414820  -0.00085120212
                1.28164718779  -0.14224860859    0.01296184775   0.00291252362
                0.87505383910   0.03872619624   -0.00296498013  -0.00022346485
NC10H22   N2  -15.53153739388   2.73810189320   -0.11995121168   0.00423261561
                1.01952095742  -0.02523136418    0.00714153462  -0.00099773892
                1.28932127782  -0.15086328134    0.01736519512   0.00207713555
                0.87445528331   0.03835675969   -0.00267358450  -0.00027330068
NC10H22   O2  -15.58875465758   2.73664281007   -0.11828873131   0.00411560270
                1.01898033011  -0.02424506659    0.00633037422  -0.00082831363
                1.28568792723  -0.14208906491    0.01210447379   0.00302051603
                0.87377266702   0.03898516361   -0.00298296328  -0.00021620684
NC10H22   CO  -15.53153516075   2.73811905369   -0.11995380047   0.00423274453
                1.01952100205  -0.02523138944    0.00714153992  -0.00099773892
                1.28932154468  -0.15086334278    0.01736518410   0.00207713555
                0.87445521546   0.03835676915   -0.00267358305  -0.00027330068
NC10H22   CO2 -16.05373572107   2.73631859201   -0.10856457280   0.00338268528
                1.01629270007  -0.01791955579    0.00223616181   0.00005652942
                1.27818528569  -0.12535925182   -0.00010393833   0.00583225356
                0.87343407838   0.04019719485   -0.00389988268  -0.00000974032
NC10H22   H2  -13.80344696834   2.71720129968   -0.13013514689   0.00508781359
                1.01298241775  -0.01568823694    0.00215072490  -0.00018481163
                1.34136626700  -0.21471293093    0.04624415426  -0.00248458989
                0.86969823356   0.04196280860   -0.00408530401  -0.00005601216
NC10H22   HE  -13.98938480299   2.91425257842   -0.18947975917   0.00949551144
                0.99912071813  -0.00217021114   -0.00295659067   0.00045777364
                1.33411707395  -0.23334650883    0.05835972891  -0.00418799547
                0.87256236488   0.04585921823   -0.00619171513   0.00020848371
NC10H22   H2O -16.14367824670   2.86650054640   -0.11696379554   0.00347996742
                1.01707973890  -0.01581597398   -0.00056645519   0.00071633757
                1.30074237571  -0.14267402914    0.01277297161   0.00196866514
                0.86884910914   0.03795924748   -0.00104113922  -0.00072613616
NC9H20    AR  -15.76026646732   2.81310819788   -0.12802650897   0.00452691097
                1.01952527613  -0.02499742754    0.00709315037  -0.00098182252
                1.28040719609  -0.14037701399    0.01190157226   0.00312854446
                0.87473311101   0.03929747775   -0.00325993815  -0.00017931637
NC9H20    N2  -15.52951337073   2.78202858524   -0.12658324844   0.00456310672
                1.02100417113  -0.02646663534    0.00797497386  -0.00114299950
                1.28939411607  -0.14982787358    0.01662837353   0.00222409542
                0.87392333126   0.03888234087   -0.00291384639  -0.00023875250
NC9H20    O2  -15.58928169045   2.78228689612   -0.12512986807   0.00445391032
                1.02031004044  -0.02531960641    0.00707026562  -0.00095657692
                1.28485108623  -0.14014958597    0.01094194998   0.00324514761
                0.87328271696   0.03961232576   -0.00328770198  -0.00017068386
NC9H20    CO  -15.52951535665   2.78204684559   -0.12658600306   0.00456324390
                1.02100426441  -0.02646669156    0.00797498594  -0.00114299950
                1.28939464418  -0.14982799080    0.01662835001   0.00222409542
                0.87392319421   0.03888236141   -0.00291384387  -0.00023875250
NC9H20    CO2 -16.07546129075   2.78930185724   -0.11600383903   0.00372800835
                1.01725382649  -0.01827645530    0.00252837494   0.00002226105
                1.27651907445  -0.12242939172   -0.00191792477   0.00621583041
